sha256	bytes	path
63aa7708e8ac75da10f86a367d4110617240e63e90b51cfcfd519f1a9504ba26	3882	protocols/v0.3/frozen-protocol/src/memory_handoff_bench/metrics.py
b0a1f3d4416051d88b5c4935bf19f27b49f2351c8f8e5c9c465bcdd8c549622e	8253	protocols/v0.3/frozen-protocol/src/memory_handoff_bench/ollama.py
d156aca9806d031c891d71384760aeb81acc2fe4c5a405b38666df27aa19f249	4801	protocols/v0.3/frozen-protocol/src/memory_handoff_bench/prompts.py
e2b5e2d6ef5d28811cb6ec3ec94ed25f54d259e268297ed2834891609f78e56b	4889	protocols/v0.3/frozen-protocol/src/memory_handoff_bench/protocol.py
3f3b836a4a823ce52de023145cbe2227bbcf0c38032b72235ce62605a73814ae	29291	protocols/v0.3/frozen-protocol/src/memory_handoff_bench/reporting.py
27d10e19134725ae1b8357e87625f13f2722a9ba88e79306a978cf8230a136a4	29531	protocols/v0.3/frozen-protocol/src/memory_handoff_bench/storage.py
05054eb36fd3cccac8cdda1258a97abea8b79aefba299862b0ec63750d337296	3399	protocols/v0.3/frozen-protocol/src/memory_handoff_bench/vector_store.py
6511d003a4a8adff0c4abae2ada008d1cd3ec73cae5e1032f9cc685eaf5de04c	1150	protocols/v0.3/frozen-protocol/tests/test_cases.py
dd1f4f9c9d57d6cfcfe901c8ee5208947d21883de547c89f65028265d515ef16	2718	protocols/v0.3/frozen-protocol/tests/test_cli_v03.py
a533ee74642b1c4ecd8c3662361d67983dbae81f6ebce4f7ca47b4b5f0be1fcc	8931	protocols/v0.3/frozen-protocol/tests/test_counterfactual.py
59285f51df7f478e6f7a7b47ffa858d7a9fb06b45e387b91521fa055b834907e	2101	protocols/v0.3/frozen-protocol/tests/test_domain.py
3ffd900a400bb7cb2be8b6e6e5451651f5a28389f89e5187993a8c5469d4c449	2263	protocols/v0.3/frozen-protocol/tests/test_experiment.py
a9f7650bc195c6f4d1cbe835506ae8d720b76cd4e795e8bd8d7a567c51254bca	3555	protocols/v0.3/frozen-protocol/tests/test_gate.py
6cee0c0be9e952305cd6937d20f14e748a91190682812a8bf0e987a6b53b913d	6870	protocols/v0.3/frozen-protocol/tests/test_human_review.py
9742814da0e2b770e7fc7f9b516b77af7b37e1bd30b9ca663dd1d0246741bece	4313	protocols/v0.3/frozen-protocol/tests/test_metrics.py
ef801678283ef82ab9157725d824ecdca49833192182386b7d61e7dde6b8885d	5072	protocols/v0.3/frozen-protocol/tests/test_ollama.py
3bfafd0e54547adcc0e748122694ba3be79643530fec3dcd383de7da8e797bfc	263	protocols/v0.3/frozen-protocol/tests/test_protocol.py
20a56681d0c94df72fe2d7c08e6e593f244f478e6495987a116c7a5f320cb1d2	4107	protocols/v0.3/frozen-protocol/tests/test_reporting.py
401ec430267c47f4b7a458ce8df5d0162fedcb1245fa589c8498fc76f51795b5	106463	protocols/v0.3/frozen-protocol/uv.lock
dafb650facfe9db15683ecbaa00c6071695210d2202414f46fcdee47ee48318c	5896	protocols/v0.3/protocol_lock.json
8ae498e83a6fe5961ac51baeef893de0dff2c44a29f2b28dacfa04fbff2715e2	6591	reproducibility/OFF_REPO_ARTIFACT_INTEGRITY.tsv
93f411bf53d19fd519d89827e854830b3a7cd6ffaab903faef8b25f9d09d8265	122	reproducibility/R12_INTERNAL_HANDOFF_SHA256.txt
4c830e6957e75c84c2053935975ba2f94c00c6d1384e3a7e5cfe168c0c4f7925	4073	reproducibility/registered-model-manifest-v0.4.2.json
8cd90b34a25763f2d6504686649ea0b6687accef67d5e5eb141c2435914ec655	219	results/hosted-v0.4.2/CLOSEOUT_STATUS.txt
dd733a682698794f94ffefc62a12cd742ccf773219c92d514378ed76c4dbbacd	1242	results/hosted-v0.4.2/case-heterogeneity.csv
c859ae518805cd8d9d089f31ca37ebd6cff3b008b36d31357fb357d465069971	952	results/hosted-v0.4.2/d4-clean-utility-by-case.csv
9dcd058b276552bc10cf718de164afe454d036dc82315ec3352d956ab2c1fe7e	5907	results/hosted-v0.4.2/d4-clean-utility.json
64bf54c8130838f10250793f913a3e86206c5bcfd27c090e1710e2cc5fc4aa9b	3522	results/hosted-v0.4.2/directional-writer-reader-results.csv
7859d6761219b4a83d3cc7bd5c26efbc44d5f1c43c8751bf46bca83f61e59f33	51949	results/hosted-v0.4.2/final-closeout-summary.json
446257ff7fa929cd3c5d6b779df34839d5a9425ead91311ca9d9e9d98e8d2010	411	results/hosted-v0.4.2/gate-reasons-by-defense-variant.csv
ecda1fc5898cdee3df7f1079132c621abe8aae5cb505b96e67ac4bb7f7b76e96	40216	results/hosted-v0.4.2/hosted-v042-analysis.json
ab9db869d480ee93a50b08a1053f2308bede3f85076a143b19460187d599238a	31056	results/hosted-v0.4.2/integrity-reconciliation.json
9e8a552cf839060ecf7bd6578251f7476f3b34e99dfcd234f46dd31251ca40b5	280	results/hosted-v0.4.2/local-v03-vs-hosted-v042.csv
41fa1d3ffd7a72477e41744bfb7a9c709453b0fdca94709153a3dc5f43ba2fe5	1870	results/hosted-v0.4.2/paper-ready-final-closeout.md
fad763f74d91978bf7d6a96a11886f84d1b65899ed2035ded94e7848fd8c9e26	3293	results/hosted-v0.4.2/pre-run-checks.json
f837782d31a060779a2d9adee56e036a0ff4a2311172f0acb81ffc65f6fa79c6	1029	results/hosted-v0.4.2/proposal-actions-by-defense-variant.csv
5697b1d7067049c25932c6f21175c05d03241ec29fc1e990ec1a20dd78858f4e	440	results/hosted-v0.4.2/proposal-gate-state-funnel.csv
491060af9d6b5942df0feadecafdd18129f335c0a3494d20c3309baead04eff1	498	results/hosted-v0.4.2/same-vs-cross-results.csv
87dbe3987a10137436e493301a34c8b5c5f9b05e7486852b410994125c475173	295	results/hosted-v0.4.2/structured-failure-units.csv
623fde8ddc43dc37009db62bcab4dabf99f3b3b393a3712540c964dac282710c	2290	results/hosted-v0.4.2/structured-output-accounting.json
9d6e9421fc774e34d8c5bfbccf8182f683ab5c756a4569554fcedd94e3ab2f21	408	results/hosted-v0.4.2/structured-repair-summary.csv
df7da49409678041a5c83b8c18618f45aa28e7df77c9628cc67a2f0b84c30249	1010	results/local-v0.2.4/CORRECTIONS.md
a9a6feaf237a4bb4d281b1a0b4c0bbe353edacd1faa4b24339587470b38650a1	513	results/local-v0.2.4/PUBLICATION_PACKAGE_README.txt
4e7efa1b4e04933c13d62537984b6b2a1eea7163c430eb877f57581fba53c9a1	11103	results/local-v0.2.4/case-outcome-summary.csv
4ea271900be35d7d2dba03ccc111e53a7d788099984f0a5183f752ce48800a06	515	results/local-v0.2.4/defense-security-utility-summary.csv
77a96614179c0066f49d2452a998fcfcb8d064ac89b720327e9de1365c07812b	37593	results/local-v0.2.4/executed-attack-casebook.csv
f5491157ce8d2f20816d25d18637b25ebb6ae3648755e92834e00365a38c0a4b	332	results/local-v0.2.4/memory-mode-summary.csv
7cf2e97138220abf8d5e1dab3f7f24ba37858fe97f20008a4bb574716bc304d6	10162	results/local-v0.2.4/publication-study-summary.json
5b40b72b335b3e7bc19167737981c2871e7e7b50534efee95ae09a90b7f1baa8	1992	results/local-v0.2.4/research-requirements-coverage.csv
17a7dd502366262712efd6ec783674634e39d1cd70219bfbba67952190a69b45	669	results/local-v0.2.4/run-catalog.tsv
5f5c64bae5ea4080034d571933420aacd12e40a9ea9ea602794877da980b5e04	1691	results/local-v0.2.4/stage-summary.csv
08b73b3cc52660d41f6ea8dfb4832aa8698672ec10b1413c3df04f11263b77f3	1063	results/local-v0.2.4/structured-output-failures.csv
602e64ee3fe220f1363a3a0fdc1fdbf54ae6934dd0ebb8bdfc1de3d5f84625bf	630	results/local-v0.3/RECOVERY_STATUS.txt
f12122f90f622a6c2b95ee1f4f6ce5d8c57353b3f3350e60fa0a649b99be3b2c	3488	results/local-v0.3/counterfactual-audit.json.txt
cf961613a07fc62fbc8ea5d9922b331a1663432f047d4680e7b1f6235f4c5286	3288	results/local-v0.3/counterfactual-summary.json
d02430b894d6c1578c26e1b62bc58769f72c9aa48d817a37b91209568b5b5762	10487	results/local-v0.3/ordinary-audit.json.txt
